DATA INICIAL;DATA FINAL;REGIÃO;ESTADO;PRODUTO;NÚMERO DE POSTOS PESQUISADOS;UNIDADE DE MEDIDA;PREÇO MÉDIO REVENDA;DESVIO PADRÃO REVENDA;PREÇO MÍNIMO REVENDA;PREÇO MÁXIMO REVENDA;MARGEM MÉDIA REVENDA;COEF DE VARIAÇÃO REVENDA;PREÇO MÉDIO DISTRIBUIÇÃO;DESVIO PADRÃO DISTRIBUIÇÃO;PREÇO MÍNIMO DISTRIBUIÇÃO;PREÇO MÁXIMO DISTRIBUIÇÃO;COEF DE VARIAÇÃO DISTRIBUIÇÃO;MÊS;ANO
2004-05-09;2004-05-15;SUL;PARANA;ETANOL HIDRATADO;760;R$/l;0,922;0,08;0,74;1,5;0,26;0,09;0,67;0,1;0,44;0,96;0,16;5;2004
2004-05-09;2004-05-15;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;689;R$/l;1,224;0,14;0,88;1,71;0,33;0,12;0,89;0,09;0,64;1,27;0,1;5;2004
2004-05-09;2004-05-15;SUL;SANTA CATARINA;ETANOL HIDRATADO;506;R$/l;1,229;0,08;0,999;1,46;0,42;0,06;0,81;0,1;0,57;1,23;0,12;5;2004
2004-05-16;2004-05-22;SUL;PARANA;ETANOL HIDRATADO;769;R$/l;0,922;0,09;0,73;1,5;0,25;0,1;0,67;0,1;0,43;0,96;0,15;5;2004
2004-05-16;2004-05-22;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;674;R$/l;1,22;0,14;0,898;1,71;0,32;0,12;0,9;0,09;0,64;1,24;0,1;5;2004
2004-05-16;2004-05-22;SUL;SANTA CATARINA;ETANOL HIDRATADO;510;R$/l;1,227;0,08;0,999;1,46;0,4;0,06;0,83;0,1;0,57;1,24;0,12;5;2004
2004-05-23;2004-05-29;SUL;PARANA;ETANOL HIDRATADO;770;R$/l;0,97;0,09;0,76;1,5;0,28;0,09;0,69;0,11;0,43;0,96;0,16;5;2004
2004-05-23;2004-05-29;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;690;R$/l;1,235;0,13;0,938;1,71;0,34;0,1;0,9;0,09;0,62;1,27;0,1;5;2004
2004-05-23;2004-05-29;SUL;SANTA CATARINA;ETANOL HIDRATADO;513;R$/l;1,231;0,08;0,999;1,49;0,4;0,06;0,84;0,1;0,63;1,23;0,12;5;2004
2004-05-30;2004-06-05;SUL;PARANA;ETANOL HIDRATADO;768;R$/l;1,046;0,09;0,78;1,5;0,32;0,09;0,73;0,12;0,44;1,01;0,17;5;2004
2004-05-30;2004-06-05;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;686;R$/l;1,333;0,14;0,97;1,71;0,39;0,1;0,94;0,11;0,55;1,33;0,12;5;2004
2004-05-30;2004-06-05;SUL;SANTA CATARINA;ETANOL HIDRATADO;511;R$/l;1,278;0,07;1,076;1,49;0,4;0,06;0,87;0,12;0,64;1,49;0,14;5;2004
2004-06-06;2004-06-12;SUL;PARANA;ETANOL HIDRATADO;746;R$/l;1,064;0,08;0,78;1,5;0,31;0,08;0,76;0,13;0,44;1,01;0,17;6;2004
2004-06-06;2004-06-12;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;698;R$/l;1,358;0,13;1,04;1,71;0,36;0,09;1,0;0,13;0,55;1,34;0,13;6;2004
2004-06-06;2004-06-12;SUL;SANTA CATARINA;ETANOL HIDRATADO;513;R$/l;1,302;0,06;1,1;1,5;0,38;0,05;0,92;0,11;0,66;1,21;0,12;6;2004
2004-06-13;2004-06-19;SUL;PARANA;ETANOL HIDRATADO;770;R$/l;1,071;0,08;0,84;1,44;0,3;0,08;0,77;0,12;0,44;1,0;0,16;6;2004
2004-06-13;2004-06-19;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;675;R$/l;1,374;0,13;0,999;1,71;0,37;0,1;1,01;0,12;0,64;1,35;0,12;6;2004
2004-06-13;2004-06-19;SUL;SANTA CATARINA;ETANOL HIDRATADO;509;R$/l;1,31;0,06;1,15;1,5;0,37;0,04;0,94;0,12;0,66;1,21;0,12;6;2004
2004-06-20;2004-06-26;SUL;PARANA;ETANOL HIDRATADO;744;R$/l;1,072;0,08;0,84;1,34;0,3;0,07;0,78;0,13;0,44;1,0;0,17;6;2004
2004-06-20;2004-06-26;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;699;R$/l;1,385;0,13;1,09;1,71;0,36;0,1;1,03;0,11;0,64;1,35;0,11;6;2004
2004-06-20;2004-06-26;SUL;SANTA CATARINA;ETANOL HIDRATADO;513;R$/l;1,324;0,06;1,13;1,5;0,39;0,05;0,93;0,11;0,62;1,24;0,12;6;2004
2004-06-27;2004-07-03;SUL;PARANA;ETANOL HIDRATADO;748;R$/l;1,066;0,09;0,84;1,6;0,3;0,08;0,77;0,13;0,44;0,99;0,16;6;2004
2004-06-27;2004-07-03;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;680;R$/l;1,376;0,13;1,079;1,71;0,36;0,09;1,02;0,12;0,64;1,34;0,12;6;2004
2004-06-27;2004-07-03;SUL;SANTA CATARINA;ETANOL HIDRATADO;512;R$/l;1,319;0,06;1,129;1,5;0,38;0,05;0,94;0,11;0,62;1,24;0,12;6;2004
2004-07-04;2004-07-10;SUL;PARANA;ETANOL HIDRATADO;770;R$/l;1,061;0,09;0,84;1,6;0,28;0,08;0,78;0,13;0,44;1,0;0,16;7;2004
2004-07-04;2004-07-10;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;700;R$/l;1,373;0,13;1,09;1,71;0,34;0,09;1,03;0,11;0,64;1,34;0,1;7;2004
2004-07-04;2004-07-10;SUL;SANTA CATARINA;ETANOL HIDRATADO;517;R$/l;1,32;0,07;1,129;1,51;0,36;0,05;0,96;0,1;0,69;1,18;0,1;7;2004
2004-07-11;2004-07-17;SUL;PARANA;ETANOL HIDRATADO;768;R$/l;1,055;0,09;0,83;1,6;0,29;0,08;0,77;0,13;0,44;1,0;0,16;7;2004
2004-07-11;2004-07-17;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;683;R$/l;1,371;0,13;1,09;1,71;0,34;0,09;1,03;0,11;0,64;1,34;0,1;7;2004
2004-07-11;2004-07-17;SUL;SANTA CATARINA;ETANOL HIDRATADO;514;R$/l;1,319;0,07;1,15;1,54;0,35;0,05;0,97;0,09;0,7;1,21;0,1;7;2004
2004-07-18;2004-07-24;SUL;PARANA;ETANOL HIDRATADO;770;R$/l;1,06;0,08;0,85;1,6;0,29;0,08;0,77;0,12;0,44;1,02;0,15;7;2004
2004-07-18;2004-07-24;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;699;R$/l;1,366;0,13;1,09;1,71;0,34;0,09;1,02;0,1;0,64;1,29;0,1;7;2004
2004-07-18;2004-07-24;SUL;SANTA CATARINA;ETANOL HIDRATADO;516;R$/l;1,317;0,07;1,128;1,5;0,36;0,05;0,96;0,1;0,56;1,2;0,11;7;2004
2004-07-25;2004-07-31;SUL;PARANA;ETANOL HIDRATADO;768;R$/l;1,132;0,1;0,86;1,6;0,33;0,09;0,8;0,13;0,44;1,18;0,17;7;2004
2004-07-25;2004-07-31;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;683;R$/l;1,37;0,12;1,089;1,71;0,33;0,09;1,04;0,09;0,64;1,38;0,09;7;2004
2004-07-25;2004-07-31;SUL;SANTA CATARINA;ETANOL HIDRATADO;513;R$/l;1,321;0,07;1,15;1,5;0,34;0,05;0,98;0,1;0,56;1,2;0,11;7;2004
2004-08-01;2004-08-07;SUL;PARANA;ETANOL HIDRATADO;767;R$/l;1,177;0,09;0,86;1,6;0,31;0,08;0,87;0,14;0,43;1,18;0,17;8;2004
2004-08-01;2004-08-07;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;699;R$/l;1,401;0,11;1,099;1,74;0,35;0,08;1,06;0,11;0,64;1,4;0,11;8;2004
2004-08-01;2004-08-07;SUL;SANTA CATARINA;ETANOL HIDRATADO;516;R$/l;1,329;0,07;1,15;1,52;0,33;0,05;1,0;0,12;0,56;1,32;0,12;8;2004
2004-08-08;2004-08-14;SUL;PARANA;ETANOL HIDRATADO;759;R$/l;1,236;0,1;0,89;1,47;0,34;0,08;0,9;0,14;0,44;1,18;0,16;8;2004
2004-08-08;2004-08-14;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;678;R$/l;1,446;0,12;1,179;1,85;0,36;0,08;1,09;0,11;0,64;1,39;0,1;8;2004
2004-08-08;2004-08-14;SUL;SANTA CATARINA;ETANOL HIDRATADO;512;R$/l;1,356;0,07;1,15;1,54;0,34;0,05;1,02;0,12;0,56;1,32;0,12;8;2004
2004-08-15;2004-08-21;SUL;PARANA;ETANOL HIDRATADO;761;R$/l;1,243;0,09;0,94;1,7;0,3;0,08;0,94;0,14;0,44;1,26;0,15;8;2004
2004-08-15;2004-08-21;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;697;R$/l;1,468;0,12;1,19;1,85;0,34;0,08;1,13;0,13;0,64;1,46;0,11;8;2004
2004-08-15;2004-08-21;SUL;SANTA CATARINA;ETANOL HIDRATADO;514;R$/l;1,38;0,07;1,15;1,6;0,32;0,05;1,06;0,11;0,7;1,31;0,11;8;2004
2004-08-22;2004-08-28;SUL;PARANA;ETANOL HIDRATADO;761;R$/l;1,242;0,08;0,96;1,66;0,3;0,06;0,94;0,16;0,44;1,27;0,16;8;2004
2004-08-22;2004-08-28;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;683;R$/l;1,479;0,12;1,16;1,85;0,35;0,08;1,13;0,13;0,64;1,47;0,11;8;2004
2004-08-22;2004-08-28;SUL;SANTA CATARINA;ETANOL HIDRATADO;509;R$/l;1,385;0,07;1,15;1,6;0,3;0,05;1,08;0,11;0,7;1,31;0,1;8;2004
2004-08-29;2004-09-04;SUL;PARANA;ETANOL HIDRATADO;761;R$/l;1,236;0,08;0,9;1,46;0,31;0,06;0,93;0,17;0,44;1,21;0,18;8;2004
2004-08-29;2004-09-04;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;697;R$/l;1,486;0,12;1,23;1,85;0,33;0,08;1,15;0,12;0,69;1,5;0,11;8;2004
2004-08-29;2004-09-04;SUL;SANTA CATARINA;ETANOL HIDRATADO;514;R$/l;1,384;0,07;1,18;1,61;0,3;0,05;1,08;0,11;0,65;1,31;0,1;8;2004
2004-09-05;2004-09-11;SUL;PARANA;ETANOL HIDRATADO;764;R$/l;1,234;0,08;0,96;1,66;0,31;0,06;0,92;0,17;0,44;1,27;0,18;9;2004
2004-09-05;2004-09-11;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;674;R$/l;1,491;0,12;1,17;1,85;0,32;0,08;1,17;0,12;0,69;1,5;0,1;9;2004
2004-09-05;2004-09-11;SUL;SANTA CATARINA;ETANOL HIDRATADO;510;R$/l;1,386;0,07;1,19;1,61;0,28;0,05;1,11;0,1;0,77;1,31;0,09;9;2004
2004-09-12;2004-09-18;SUL;PARANA;ETANOL HIDRATADO;756;R$/l;1,231;0,08;0,93;1,53;0,32;0,06;0,91;0,18;0,44;1,21;0,2;9;2004
2004-09-12;2004-09-18;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;698;R$/l;1,5;0,11;1,217;1,83;0,32;0,07;1,18;0,12;0,69;1,5;0,1;9;2004
2004-09-12;2004-09-18;SUL;SANTA CATARINA;ETANOL HIDRATADO;513;R$/l;1,388;0,07;1,18;1,61;0,28;0,05;1,11;0,09;0,8;1,31;0,08;9;2004
2004-09-19;2004-09-25;SUL;PARANA;ETANOL HIDRATADO;758;R$/l;1,226;0,08;0,96;1,41;0,31;0,06;0,92;0,17;0,44;1,2;0,18;9;2004
2004-09-19;2004-09-25;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;683;R$/l;1,499;0,11;1,249;1,83;0,33;0,07;1,17;0,12;0,7;1,5;0,1;9;2004
2004-09-19;2004-09-25;SUL;SANTA CATARINA;ETANOL HIDRATADO;511;R$/l;1,386;0,07;1,13;1,61;0,28;0,05;1,1;0,1;0,7;1,31;0,09;9;2004
2004-09-26;2004-10-02;SUL;PARANA;ETANOL HIDRATADO;755;R$/l;1,229;0,08;0,99;1,48;0,32;0,06;0,9;0,17;0,44;1,33;0,19;9;2004
2004-09-26;2004-10-02;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;704;R$/l;1,503;0,11;1,24;1,83;0,33;0,07;1,17;0,11;0,79;1,5;0,1;9;2004
2004-09-26;2004-10-02;SUL;SANTA CATARINA;ETANOL HIDRATADO;514;R$/l;1,39;0,07;1,16;1,61;0,28;0,05;1,1;0,1;0,7;1,31;0,09;9;2004
2004-10-03;2004-10-09;SUL;PARANA;ETANOL HIDRATADO;760;R$/l;1,267;0,08;1,04;1,55;0,34;0,06;0,93;0,17;0,44;1,22;0,18;10;2004
2004-10-03;2004-10-09;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;689;R$/l;1,512;0,11;1,27;1,83;0,33;0,07;1,18;0,1;0,79;1,5;0,09;10;2004
2004-10-03;2004-10-09;SUL;SANTA CATARINA;ETANOL HIDRATADO;512;R$/l;1,403;0,07;1,21;1,65;0,3;0,05;1,11;0,1;0,7;1,48;0,09;10;2004
2004-10-10;2004-10-16;SUL;PARANA;ETANOL HIDRATADO;755;R$/l;1,315;0,08;1,02;1,56;0,38;0,06;0,94;0,19;0,44;1,38;0,2;10;2004
2004-10-10;2004-10-16;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;703;R$/l;1,551;0,1;1,27;1,83;0,34;0,06;1,21;0,12;0,79;1,51;0,1;10;2004
2004-10-10;2004-10-16;SUL;SANTA CATARINA;ETANOL HIDRATADO;512;R$/l;1,428;0,07;1,26;1,74;0,29;0,05;1,14;0,11;0,77;1,48;0,1;10;2004
2004-10-17;2004-10-23;SUL;PARANA;ETANOL HIDRATADO;752;R$/l;1,363;0,08;1,09;1,7;0,37;0,06;0,99;0,19;0,52;1,34;0,19;10;2004
2004-10-17;2004-10-23;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;693;R$/l;1,653;0,11;1,299;1,94;0,4;0,06;1,25;0,12;0,79;1,66;0,1;10;2004
2004-10-17;2004-10-23;SUL;SANTA CATARINA;ETANOL HIDRATADO;512;R$/l;1,512;0,07;1,32;1,75;0,32;0,05;1,19;0,11;0,87;1,41;0,09;10;2004
2004-10-24;2004-10-30;SUL;PARANA;ETANOL HIDRATADO;770;R$/l;1,376;0,07;1,18;1,64;0,36;0,05;1,01;0,18;0,48;1,31;0,18;10;2004
2004-10-24;2004-10-30;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;708;R$/l;1,673;0,1;1,3;1,95;0,39;0,06;1,28;0,13;0,79;1,66;0,1;10;2004
2004-10-24;2004-10-30;SUL;SANTA CATARINA;ETANOL HIDRATADO;514;R$/l;1,524;0,06;1,3;1,71;0,32;0,04;1,2;0,11;0,78;1,41;0,09;10;2004
2004-10-31;2004-11-06;SUL;PARANA;ETANOL HIDRATADO;759;R$/l;1,429;0,09;1,189;1,7;0,34;0,06;1,08;0,18;0,52;1,37;0,17;10;2004
2004-10-31;2004-11-06;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;692;R$/l;1,651;0,1;1,36;1,95;0,36;0,06;1,29;0,14;0,8;1,66;0,11;10;2004
2004-10-31;2004-11-06;SUL;SANTA CATARINA;ETANOL HIDRATADO;512;R$/l;1,55;0,08;1,35;1,93;0,28;0,05;1,27;0,12;0,87;1,53;0,09;10;2004
2004-11-07;2004-11-13;SUL;PARANA;ETANOL HIDRATADO;753;R$/l;1,497;0,08;1,189;1,77;0,37;0,05;1,13;0,19;0,57;1,49;0,17;11;2004
2004-11-07;2004-11-13;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;699;R$/l;1,72;0,1;1,29;2,02;0,38;0,06;1,34;0,14;0,81;1,62;0,1;11;2004
2004-11-07;2004-11-13;SUL;SANTA CATARINA;ETANOL HIDRATADO;516;R$/l;1,624;0,08;1,34;1,99;0,3;0,05;1,32;0,13;0,8;1,64;0,1;11;2004
2004-11-14;2004-11-20;SUL;PARANA;ETANOL HIDRATADO;756;R$/l;1,51;0,07;1,279;1,83;0,34;0,05;1,17;0,19;0,61;1,47;0,16;11;2004
2004-11-14;2004-11-20;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;687;R$/l;1,767;0,1;1,48;2,15;0,38;0,06;1,39;0,14;0,85;1,76;0,1;11;2004
2004-11-14;2004-11-20;SUL;SANTA CATARINA;ETANOL HIDRATADO;514;R$/l;1,649;0,08;1,34;2,0;0,3;0,04;1,35;0,12;0,87;1,56;0,09;11;2004
2004-11-21;2004-11-27;SUL;PARANA;ETANOL HIDRATADO;766;R$/l;1,501;0,08;1,25;1,83;0,32;0,06;1,18;0,19;0,57;1,5;0,16;11;2004
2004-11-21;2004-11-27;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;704;R$/l;1,792;0,1;1,49;2,15;0,38;0,06;1,41;0,16;0,82;1,76;0,11;11;2004
2004-11-21;2004-11-27;SUL;SANTA CATARINA;ETANOL HIDRATADO;516;R$/l;1,666;0,07;1,45;2,0;0,27;0,04;1,39;0,13;0,85;1,67;0,1;11;2004
2004-11-28;2004-12-04;SUL;PARANA;ETANOL HIDRATADO;756;R$/l;1,516;0,09;1,329;1,85;0,32;0,06;1,19;0,18;0,61;1,49;0,15;11;2004
2004-11-28;2004-12-04;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;692;R$/l;1,815;0,1;1,49;2,15;0,38;0,06;1,43;0,16;0,83;1,79;0,11;11;2004
2004-11-28;2004-12-04;SUL;SANTA CATARINA;ETANOL HIDRATADO;513;R$/l;1,684;0,07;1,45;1,99;0,29;0,04;1,39;0,13;0,87;1,67;0,09;11;2004
2004-12-05;2004-12-11;SUL;PARANA;ETANOL HIDRATADO;762;R$/l;1,501;0,09;1,25;1,85;0,32;0,06;1,18;0,17;0,75;1,5;0,15;12;2004
2004-12-05;2004-12-11;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;704;R$/l;1,818;0,1;1,55;2,15;0,38;0,06;1,44;0,15;0,75;1,76;0,1;12;2004
2004-12-05;2004-12-11;SUL;SANTA CATARINA;ETANOL HIDRATADO;516;R$/l;1,68;0,07;1,27;1,99;0,28;0,04;1,4;0,13;0,71;1,64;0,09;12;2004
2004-12-12;2004-12-18;SUL;PARANA;ETANOL HIDRATADO;761;R$/l;1,487;0,1;1,25;1,99;0,33;0,07;1,16;0,18;0,76;1,48;0,15;12;2004
2004-12-12;2004-12-18;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;693;R$/l;1,815;0,1;1,55;2,15;0,37;0,06;1,45;0,14;0,75;1,77;0,1;12;2004
2004-12-12;2004-12-18;SUL;SANTA CATARINA;ETANOL HIDRATADO;508;R$/l;1,681;0,06;1,45;1,99;0,29;0,04;1,39;0,12;0,71;1,67;0,09;12;2004
2004-12-19;2004-12-25;SUL;PARANA;ETANOL HIDRATADO;744;R$/l;1,464;0,1;1,279;1,8;0,32;0,07;1,14;0,17;0,76;1,47;0,15;12;2004
2004-12-19;2004-12-25;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;705;R$/l;1,809;0,11;1,48;2,15;0,38;0,06;1,43;0,16;0,75;1,76;0,11;12;2004
2004-12-19;2004-12-25;SUL;SANTA CATARINA;ETANOL HIDRATADO;515;R$/l;1,685;0,06;1,48;1,99;0,3;0,04;1,39;0,12;0,71;1,67;0,08;12;2004
2004-12-26;2005-01-01;SUL;PARANA;ETANOL HIDRATADO;754;R$/l;1,468;0,09;1,27;1,85;0,34;0,06;1,13;0,17;0,76;1,39;0,15;12;2004
2004-12-26;2005-01-01;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;685;R$/l;1,808;0,1;1,55;2,15;0,37;0,06;1,44;0,14;0,83;1,77;0,1;12;2004
2004-12-26;2005-01-01;SUL;SANTA CATARINA;ETANOL HIDRATADO;514;R$/l;1,681;0,06;1,45;1,99;0,3;0,04;1,38;0,11;1,02;1,67;0,08;12;2004
2005-01-02;2005-01-08;SUL;PARANA;ETANOL HIDRATADO;757;R$/l;1,459;0,1;1,27;1,85;0,33;0,06;1,13;0,17;0,76;1,48;0,15;1;2005
2005-01-02;2005-01-08;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;708;R$/l;1,802;0,11;1,55;2,15;0,37;0,06;1,43;0,14;0,88;1,85;0,1;1;2005
2005-01-02;2005-01-08;SUL;SANTA CATARINA;ETANOL HIDRATADO;512;R$/l;1,682;0,06;1,499;1,99;0,31;0,04;1,37;0,11;0,8;1,65;0,08;1;2005
2005-01-09;2005-01-15;SUL;PARANA;ETANOL HIDRATADO;748;R$/l;1,453;0,1;1,27;1,85;0,33;0,07;1,13;0,17;0,75;1,4;0,15;1;2005
2005-01-09;2005-01-15;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;693;R$/l;1,806;0,11;1,529;2,15;0,34;0,06;1,46;0,12;0,88;1,77;0,08;1;2005
2005-01-09;2005-01-15;SUL;SANTA CATARINA;ETANOL HIDRATADO;512;R$/l;1,678;0,06;1,499;1,94;0,32;0,04;1,36;0,12;1,02;1,65;0,08;1;2005
2005-01-16;2005-01-22;SUL;PARANA;ETANOL HIDRATADO;764;R$/l;1,441;0,1;1,24;1,86;0,32;0,07;1,12;0,17;0,75;1,59;0,15;1;2005
2005-01-16;2005-01-22;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;707;R$/l;1,802;0,11;1,55;2,19;0,36;0,06;1,44;0,14;0,88;1,9;0,1;1;2005
2005-01-16;2005-01-22;SUL;SANTA CATARINA;ETANOL HIDRATADO;515;R$/l;1,677;0,06;1,42;2,0;0,31;0,04;1,36;0,12;0,75;1,65;0,08;1;2005
2005-01-23;2005-01-29;SUL;PARANA;ETANOL HIDRATADO;751;R$/l;1,438;0,1;1,18;1,86;0,32;0,07;1,12;0,17;0,74;1,47;0,15;1;2005
2005-01-23;2005-01-29;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;697;R$/l;1,795;0,11;1,55;2,19;0,35;0,06;1,44;0,13;0,9;1,9;0,09;1;2005
2005-01-23;2005-01-29;SUL;SANTA CATARINA;ETANOL HIDRATADO;513;R$/l;1,675;0,06;1,449;2,0;0,31;0,04;1,37;0,11;1,02;1,65;0,08;1;2005
2005-01-30;2005-02-05;SUL;PARANA;ETANOL HIDRATADO;759;R$/l;1,422;0,11;1,19;1,99;0,24;0,08;1,18;0,17;0,8;1,58;0,15;1;2005
2005-01-30;2005-02-05;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;710;R$/l;1,786;0,12;1,55;2,19;0,27;0,06;1,51;0,14;0,92;1,91;0,09;1;2005
2005-01-30;2005-02-05;SUL;SANTA CATARINA;ETANOL HIDRATADO;512;R$/l;1,674;0,06;1,449;2,0;0,21;0,04;1,47;0,08;1,13;1,75;0,05;1;2005
2005-02-06;2005-02-12;SUL;PARANA;ETANOL HIDRATADO;720;R$/l;1,424;0,11;1,19;1,86;0,24;0,08;1,18;0,17;0,8;1,47;0,14;2;2005
2005-02-06;2005-02-12;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;696;R$/l;1,783;0,11;1,55;2,17;0,24;0,06;1,54;0,1;1,07;1,84;0,07;2;2005
2005-02-06;2005-02-12;SUL;SANTA CATARINA;ETANOL HIDRATADO;512;R$/l;1,67;0,06;1,449;2,0;0,21;0,04;1,46;0,06;1,21;1,66;0,04;2;2005
2005-02-13;2005-02-19;SUL;PARANA;ETANOL HIDRATADO;738;R$/l;1,419;0,11;1,19;1,86;0,24;0,08;1,18;0,17;0,8;1,55;0,14;2;2005
2005-02-13;2005-02-19;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;709;R$/l;1,776;0,12;1,55;2,17;0,25;0,07;1,53;0,12;1,05;1,88;0,08;2;2005
2005-02-13;2005-02-19;SUL;SANTA CATARINA;ETANOL HIDRATADO;515;R$/l;1,667;0,06;1,449;2,0;0,22;0,04;1,45;0,07;1,09;1,66;0,05;2;2005
2005-02-20;2005-02-26;SUL;PARANA;ETANOL HIDRATADO;723;R$/l;1,421;0,1;1,19;1,86;0,25;0,07;1,17;0,17;0,8;1,59;0,15;2;2005
2005-02-20;2005-02-26;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;691;R$/l;1,767;0,12;1,47;2,17;0,24;0,07;1,53;0,1;1,1;1,85;0,07;2;2005
2005-02-20;2005-02-26;SUL;SANTA CATARINA;ETANOL HIDRATADO;512;R$/l;1,665;0,06;1,499;2,0;0,22;0,04;1,45;0,07;1,15;1,84;0,05;2;2005
2005-02-27;2005-03-05;SUL;PARANA;ETANOL HIDRATADO;731;R$/l;1,436;0,09;1,19;1,86;0,25;0,06;1,18;0,17;0,8;1,59;0,14;2;2005
2005-02-27;2005-03-05;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;706;R$/l;1,756;0,13;1,529;2,14;0,24;0,07;1,51;0,12;1,05;1,99;0,08;2;2005
2005-02-27;2005-03-05;SUL;SANTA CATARINA;ETANOL HIDRATADO;516;R$/l;1,663;0,06;1,499;2,0;0,22;0,04;1,45;0,07;1,07;1,66;0,05;2;2005
2005-03-06;2005-03-12;SUL;PARANA;ETANOL HIDRATADO;718;R$/l;1,457;0,08;1,19;1,75;0,28;0,06;1,18;0,17;0,77;1,59;0,14;3;2005
2005-03-06;2005-03-12;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;694;R$/l;1,753;0,12;1,519;2,14;0,24;0,07;1,51;0,1;1,09;1,99;0,07;3;2005
2005-03-06;2005-03-12;SUL;SANTA CATARINA;ETANOL HIDRATADO;513;R$/l;1,658;0,07;1,44;2,0;0,22;0,04;1,44;0,07;1,2;1,64;0,05;3;2005
2005-03-13;2005-03-19;SUL;PARANA;ETANOL HIDRATADO;738;R$/l;1,455;0,08;1,19;1,7;0,26;0,06;1,19;0,17;0,77;1,59;0,14;3;2005
2005-03-13;2005-03-19;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;704;R$/l;1,745;0,13;1,52;2,14;0,25;0,07;1,5;0,11;1,05;1,99;0,08;3;2005
2005-03-13;2005-03-19;SUL;SANTA CATARINA;ETANOL HIDRATADO;514;R$/l;1,663;0,07;1,45;2,0;0,23;0,04;1,44;0,08;1,07;1,72;0,05;3;2005
2005-03-20;2005-03-26;SUL;PARANA;ETANOL HIDRATADO;746;R$/l;1,459;0,08;1,19;1,7;0,26;0,05;1,19;0,17;0,8;1,59;0,15;3;2005
2005-03-20;2005-03-26;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;696;R$/l;1,742;0,13;1,51;2,14;0,23;0,08;1,51;0,1;1,09;1,93;0,07;3;2005
2005-03-20;2005-03-26;SUL;SANTA CATARINA;ETANOL HIDRATADO;513;R$/l;1,666;0,06;1,45;2,0;0,23;0,04;1,44;0,07;1,17;1,72;0,05;3;2005
2005-03-27;2005-04-02;SUL;PARANA;ETANOL HIDRATADO;762;R$/l;1,46;0,08;1,23;1,79;0,26;0,05;1,2;0,18;0,78;1,59;0,15;3;2005
2005-03-27;2005-04-02;SUL;RIO GRANDE DO SUL;ETANOL HIDRATADO;715;R$/l;1,738;0,13;1,49;2,14;0,23;0,08;1,51;0,09;1,09;1,79;0,06;3;2005
2005-03-27;2005-04-02;SUL;SANTA CATARINA;ETANOL HIDRATADO;515;R$/l;1,67;0,06;1,45;2,0;0,22;0,04;1,45;0,07;1,05;1,72;0,05;3;2005
